"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","Work_accident","left","promotion_last_5years","department","salary"
0.68,0.81,4,218,3,1,1,0,"hr",1
0.49,0.6,2,191,3,1,1,0,"hr",1
0.41,0.73,3,108,2,1,1,0,"technical",1
0.66,0.89,4,246,3,0,0,0,"technical",2
0.64,0.53,5,260,3,1,1,0,"technical",2
0.9,0.73,3,132,3,1,1,0,"technical",2
0.71,0.68,4,189,4,0,0,0,"technical",2
0.81,0.82,3,269,2,0,1,0,"technical",2
0.52,0.93,4,156,2,1,1,0,"technical",2
0.86,0.72,3,216,2,0,0,0,"support",2
0.51,0.65,5,273,3,0,0,0,"support",2
0.66,0.84,4,271,3,0,1,0,"support",2
0.85,0.36,4,183,5,0,1,0,"support",2
0.24,0.88,4,271,6,0,0,0,"support",3
0.83,0.94,3,257,5,1,1,0,"support",2
0.7,0.63,5,151,2,1,1,0,"support",2
0.7,0.69,3,185,3,0,1,0,"support",2
0.29,0.65,2,242,6,0,1,0,"technical",1
0.92,0.81,5,267,4,1,0,0,"technical",1
0.73,0.51,4,152,3,0,0,0,"technical",1
0.56,0.86,3,161,3,0,1,0,"IT",1
0.79,0.49,4,281,3,1,1,0,"IT",1
0.61,0.84,5,271,3,0,1,0,"IT",1
0.83,0.72,4,221,4,0,1,0,"product_mng",1
0.56,0.63,2,189,2,1,1,0,"IT",1
0.55,0.82,2,226,3,0,1,0,"RandD",1
0.24,0.59,3,173,2,0,1,0,"RandD",1
0.84,0.48,4,152,3,1,1,0,"RandD",1
0.97,0.7,3,119,2,0,1,0,"marketing",1
0.59,0.9,4,172,2,1,1,0,"support",2
0.51,0.87,5,179,3,0,1,0,"management",2
1.02,0.95,3,257,2,0,1,0,"marketing",2
0.79,0.78,5,229,2,0,1,0,"marketing",2
0.96,0.95,4,227,3,0,1,0,"marketing",2
0.66,0.93,4,137,3,1,1,0,"sales",2
0.53,0.63,5,242,3,0,1,0,"sales",3
0.55,0.55,3,150,3,0,1,0,"sales",1
0.66,0.92,3,247,3,1,1,0,"sales",2
0.73,0.88,3,220,2,0,1,0,"sales",1
0.86,0.59,4,224,2,0,1,0,"sales",1
0.75,0.6,3,265,4,1,1,0,"sales",1
0.88,0.53,4,260,2,0,1,0,"sales",1
0.94,0.59,4,238,2,0,1,0,"accounting",1
0.84,0.97,3,239,2,1,0,0,"technical",1
0.34,0.47,4,165,3,1,1,0,"technical",1
0.81,0.57,3,212,2,0,1,0,"technical",1
0.67,0.91,4,233,2,0,1,0,"technical",2
0.84,0.61,4,108,6,1,1,0,"technical",2
0.9,0.66,4,241,2,0,1,0,"support",2
0.88,0.89,4,145,3,1,1,0,"support",2
0.81,0.87,3,253,3,0,1,0,"support",3
0.79,0.54,3,255,3,0,1,0,"support",2
0.43,0.7,3,139,2,0,1,0,"support",2
0.71,0.79,3,168,2,1,0,0,"technical",2
0.41,0.66,5,215,6,1,1,0,"technical",1
0.61,0.9,5,202,2,1,1,0,"IT",1
0.79,0.96,2,111,2,0,0,0,"IT",1
0.99,0.7,3,272,3,0,0,0,"product_mng",1
0.63,0.75,4,157,4,1,1,0,"product_mng",1
0.57,0.92,5,229,3,1,1,0,"product_mng",1
0.88,0.88,5,202,3,0,1,0,"IT",1
0.89,0.6,3,256,3,1,0,0,"RandD",1
0.56,0.85,3,151,2,0,1,0,"RandD",1
0.78,0.71,4,274,2,1,1,0,"RandD",1
1,0.78,3,169,3,0,1,0,"marketing",1
0.71,0.49,4,176,4,0,1,0,"sales",1
0.6,0.85,4,171,2,0,0,0,"support",2
0.53,0.89,5,224,2,0,1,0,"management",2
0.79,0.57,3,191,4,0,0,0,"marketing",2
0.2,0.88,6,217,6,0,1,0,"marketing",2
0.63,0.6,4,135,2,1,1,0,"sales",2
0.87,0.65,3,226,3,0,0,0,"sales",2
0.66,0.83,2,180,6,0,1,0,"sales",2
0.64,0.85,5,174,4,0,1,0,"sales",2
0.81,0.53,5,261,5,0,0,0,"sales",2
0.62,0.69,2,176,2,0,0,0,"sales",2
0.73,0.91,2,98,5,0,1,0,"sales",2
0.76,0.51,5,230,3,0,1,0,"sales",1
1.01,0.51,4,192,2,0,1,0,"sales",1
0.89,0.63,3,161,3,1,1,0,"sales",1
0.53,0.53,3,176,3,0,0,0,"sales",1
0.33,0.45,4,176,2,0,1,0,"sales",1
0.33,0.84,3,276,5,1,0,0,"accounting",1
0.62,0.73,3,106,2,0,1,0,"accounting",1
0.79,0.91,3,271,5,1,0,0,"hr",1
0.66,0.48,5,246,2,0,1,0,"hr",1
0.68,0.84,4,264,2,1,1,0,"hr",1
0.46,0.66,3,192,2,0,1,0,"technical",1
0.7,0.71,3,203,2,1,0,0,"technical",1
0.81,0.94,3,179,2,0,1,0,"technical",1
0.67,0.53,4,167,3,1,1,0,"technical",2
0.77,0.67,3,230,2,0,1,0,"support",2
0.59,0.73,5,143,5,0,1,0,"support",2
0.64,0.75,4,142,3,0,1,0,"support",2
0.2,0.54,5,218,4,1,1,0,"support",2
0.71,0.58,2,192,6,1,1,0,"support",1
0.18,0.54,6,135,5,1,0,0,"support",2
0.58,0.47,3,152,2,1,1,0,"technical",2
0.75,0.64,4,202,4,1,1,0,"technical",2
0.94,0.87,2,214,4,1,0,0,"technical",1
0.97,0.92,3,255,3,1,1,0,"IT",1
0.85,0.61,5,177,3,0,0,0,"IT",1
0.66,0.48,3,241,3,1,1,0,"product_mng",1
0.83,0.88,4,241,2,0,1,0,"IT",1
0.37,0.85,6,170,4,1,1,0,"RandD",1
0.18,0.72,6,148,4,1,1,0,"marketing",1
0.57,0.94,3,201,3,0,1,0,"management",2
0.9,0.48,3,269,3,0,0,0,"marketing",2
0.53,0.66,4,161,3,0,1,0,"sales",2
0.62,0.81,3,156,2,0,1,0,"sales",2
0.92,0.67,3,173,3,0,1,0,"sales",2
0.57,0.47,4,152,3,0,1,0,"sales",2
0.65,0.83,3,145,3,1,0,0,"sales",2
0.87,0.97,2,184,2,0,1,0,"sales",3
0.72,0.63,4,232,2,0,1,0,"sales",1
0.83,0.52,4,269,3,1,0,0,"sales",2
0.83,0.97,3,248,3,1,1,0,"sales",2
1.01,0.61,3,285,6,0,1,0,"sales",1
0.66,0.54,4,248,2,1,0,0,"sales",1
0.55,0.7,3,253,3,0,1,0,"accounting",1
0.38,0.5,5,239,3,0,1,0,"hr",1
0.75,0.82,4,186,3,0,1,0,"hr",1
0.2,0.91,3,218,4,0,1,0,"technical",1
0.74,0.86,3,144,2,0,1,0,"technical",1
0.2,0.95,6,235,3,0,0,0,"technical",1
0.65,0.7,3,188,3,0,1,0,"technical",1
0.62,0.45,3,143,2,1,0,0,"technical",2
0.17,0.88,4,198,4,1,1,0,"technical",2
0.94,0.9,4,148,3,0,1,0,"technical",2
0.16,0.87,4,249,6,1,0,0,"support",2
0.6,0.7,3,202,3,0,1,0,"support",2
0.54,0.56,2,181,4,1,0,0,"support",2
0.83,0.83,5,242,3,1,1,0,"support",3
0.69,0.83,4,232,3,1,0,0,"support",2
0.64,0.92,5,244,3,1,0,0,"technical",2
0.62,0.6,3,178,4,0,1,0,"technical",2
0.89,0.55,3,164,3,1,1,0,"technical",2
0.81,0.96,5,189,4,0,0,0,"management",1
0.53,0.89,3,212,2,0,0,0,"IT",1
0.9,0.89,5,268,3,1,0,0,"IT",1
0.96,0.61,4,143,3,0,1,0,"product_mng",1
0.98,0.43,3,225,2,1,1,0,"product_mng",1
1.02,0.98,4,218,2,1,1,0,"product_mng",1
0.99,0.35,2,159,6,1,1,0,"RandD",1
0.95,0.52,5,141,2,1,1,0,"RandD",1
0.62,0.71,3,142,3,0,1,0,"marketing",1
0.65,0.88,4,155,4,0,1,0,"sales",1
0.55,0.49,3,217,4,0,1,0,"support",1
0.66,0.65,5,258,3,0,1,0,"technical",2
0.76,0.39,2,231,6,0,1,0,"sales",2
0.57,0.62,3,250,3,1,1,0,"sales",1
0.78,0.57,4,247,3,1,1,0,"sales",2
0.8,0.55,3,189,2,1,1,0,"sales",2
0.16,0.62,4,127,4,0,1,0,"sales",3
0.54,0.93,5,137,3,0,1,0,"sales",2
0.95,0.6,4,269,3,1,1,0,"sales",2
0.76,0.64,3,135,2,1,1,0,"sales",2
0.79,0.76,3,189,2,0,1,0,"sales",1
0.51,0.9,3,207,4,1,1,0,"sales",1
0.59,0.64,3,232,2,0,1,0,"sales",1
0.53,0.79,4,267,5,1,1,0,"accounting",1
0.38,0.78,3,132,5,0,0,0,"hr",1
0.58,0.7,3,237,2,0,0,0,"hr",1
0.22,0.63,6,194,3,1,1,0,"technical",1
0.61,0.74,5,260,2,0,1,0,"technical",1
0.68,0.97,4,195,4,0,0,0,"technical",1
0.62,0.73,2,156,3,0,1,0,"technical",2
1.02,0.54,3,188,3,1,0,0,"technical",2
0.78,0.77,4,145,3,1,1,0,"technical",2
0.57,0.93,3,221,3,1,1,0,"support",2
0.49,0.63,4,269,3,0,1,0,"support",2
0.58,0.7,3,110,3,0,1,0,"support",2
0.78,0.76,2,251,6,1,1,0,"technical",2
0.71,0.82,3,239,2,1,1,0,"management",2
1,0.68,3,203,3,0,1,0,"IT",1
0.82,0.46,4,184,5,1,1,0,"IT",1
0.69,0.73,4,203,3,0,1,0,"IT",1
0.76,0.62,4,156,3,1,1,0,"IT",1
0.32,0.56,5,234,2,0,0,0,"product_mng",1
0.97,0.85,4,240,3,0,0,0,"product_mng",1
0.51,0.54,5,140,2,1,0,0,"IT",1
1,0.56,5,156,2,0,1,0,"RandD",1
0.91,0.6,5,260,3,1,0,0,"RandD",1
0.96,0.96,4,160,3,1,1,0,"sales",1
0.33,0.68,5,280,4,0,1,0,"accounting",1
0.72,0.88,2,155,2,0,0,0,"technical",1
0.62,0.79,6,127,5,0,0,0,"sales",2
0.87,0.72,3,139,3,0,1,0,"sales",2
0.68,0.75,5,241,2,0,1,0,"sales",2
0.77,0.79,5,106,5,0,1,0,"sales",2
0.53,0.72,3,186,3,1,1,0,"sales",3
1.02,0.37,6,214,5,0,0,0,"sales",1
0.86,0.55,4,232,3,0,0,0,"sales",2
0.72,0.53,5,242,2,0,0,0,"sales",2
0.53,0.87,5,222,3,0,1,0,"sales",1
0.85,0.67,4,262,2,0,1,0,"sales",1
0.45,0.71,4,203,5,1,1,0,"accounting",1
0.25,0.42,3,166,6,1,1,0,"hr",1
0.59,0.86,3,174,3,1,1,0,"hr",1
0.32,0.46,2,111,6,0,0,0,"hr",1
0.55,0.65,4,210,3,0,0,0,"technical",1
0.57,0.62,2,219,3,1,1,0,"technical",1
0.57,0.91,3,197,3,1,1,0,"technical",1
0.65,0.5,2,102,6,0,0,0,"technical",1
0.71,0.49,4,214,2,1,1,0,"technical",1
0.68,0.96,3,283,2,0,1,0,"technical",1
0.86,0.91,4,261,2,1,0,0,"support",2
0.88,0.77,3,157,4,0,1,0,"support",2
0.78,0.68,5,269,3,0,1,0,"support",2
0.66,0.82,4,246,3,1,1,0,"technical",2
0.75,0.85,3,238,3,1,1,0,"IT",2
0.17,0.76,5,175,6,0,1,0,"IT",1
0.84,0.6,4,216,3,0,1,0,"IT",1
0.89,0.67,5,157,3,0,0,0,"IT",1
0.69,0.68,4,161,3,1,0,0,"RandD",1
0.98,0.54,3,267,2,1,1,0,"RandD",1
0.27,0.53,5,208,5,1,1,0,"RandD",1
0.69,0.93,3,133,3,0,0,0,"marketing",1
0.91,0.84,3,187,3,0,1,0,"marketing",1
0.67,0.69,3,181,2,0,1,0,"technical",1
0.55,0.51,3,156,3,0,1,0,"management",1
0.75,0.61,4,241,4,0,1,0,"marketing",2
0.49,0.73,4,154,3,1,1,0,"marketing",2
0.57,0.56,4,201,3,0,1,0,"sales",2
1.02,0.74,4,204,2,1,0,0,"sales",2
0.47,0.88,4,117,3,0,1,0,"sales",2
0.93,0.75,3,156,3,0,1,0,"sales",2
0.89,0.56,4,211,4,0,1,0,"sales",2
0.67,0.94,4,152,5,0,1,0,"sales",2
0.53,0.57,4,192,2,1,1,0,"sales",2
0.27,0.5,4,228,5,1,0,0,"sales",2
0.46,0.61,3,156,3,0,1,0,"sales",2
0.78,0.64,5,177,2,1,1,0,"sales",1
0.45,0.87,6,188,5,0,1,0,"sales",1
0.57,0.72,3,185,4,0,1,0,"sales",1
0.98,0.77,4,174,3,0,0,0,"accounting",1
0.92,0.71,3,210,2,1,0,0,"hr",1
0.76,0.91,5,167,3,1,1,0,"hr",1
0.89,0.88,3,151,2,0,1,0,"technical",1
0.79,0.71,3,158,2,0,1,0,"technical",1
1.01,0.76,4,155,3,0,1,0,"technical",1
0.78,0.98,4,139,4,0,0,0,"technical",1
0.85,0.61,4,232,4,0,1,0,"technical",1
0.44,0.94,6,171,5,0,1,0,"support",2
0.55,0.62,5,258,2,0,1,0,"support",2
0.77,0.84,3,221,2,1,0,0,"support",2
0.36,0.94,5,97,3,0,0,0,"support",2
0.83,0.67,3,164,3,0,1,0,"support",2
0.52,0.93,4,181,3,0,1,0,"support",2
0.37,0.8,6,197,5,0,1,0,"technical",2
0.74,0.75,3,145,3,0,1,0,"technical",3
0.15,0.76,6,260,5,1,0,0,"management",2
0.19,0.85,3,94,5,0,0,0,"IT",2
0.75,0.78,5,244,3,0,1,0,"IT",2
0.93,0.67,4,174,2,0,1,0,"product_mng",1
0.64,0.79,4,148,4,1,1,0,"product_mng",1
0.88,0.8,6,136,5,0,0,0,"RandD",1
0.87,0.45,3,125,4,0,1,0,"RandD",1
1.02,0.49,4,232,3,0,0,0,"RandD",1
0.51,0.52,2,144,3,0,1,0,"accounting",1
0.61,0.75,4,145,3,1,1,0,"support",1
0.28,0.64,3,264,4,1,0,0,"management",1
0.93,0.51,3,215,3,1,1,0,"marketing",1
0.51,0.37,4,272,3,0,1,0,"marketing",1
0.75,0.51,5,240,2,1,1,0,"sales",2
0.76,0.53,4,171,4,0,1,0,"sales",2
0.96,0.68,3,159,2,0,1,0,"sales",2
0.92,0.59,3,175,4,0,1,0,"sales",2
0.73,0.95,4,244,3,0,1,0,"sales",2
0.75,0.63,5,151,3,1,1,0,"sales",2
0.24,0.79,4,144,4,0,1,0,"sales",2
0.49,0.55,4,275,3,1,1,0,"sales",3
0.96,0.57,5,172,3,1,1,0,"sales",2
0.85,0.95,3,244,5,1,1,0,"sales",2
0.79,0.49,4,242,3,1,1,0,"sales",2
1,0.79,3,249,2,0,1,0,"sales",1
0.37,0.55,4,152,3,0,1,0,"accounting",1
0.66,0.74,4,245,3,1,1,0,"hr",1
0.6,0.54,4,113,3,1,1,0,"hr",1
0.77,0.65,3,273,3,1,1,0,"hr",1
0.62,0.54,4,221,3,1,1,0,"technical",1
0.52,0.59,5,128,3,0,0,0,"technical",1
0.52,0.56,3,136,4,0,1,0,"technical",1
0.64,0.69,4,243,3,0,1,0,"technical",1
0.77,0.61,3,231,3,0,0,0,"technical",1
0.74,0.64,3,238,2,0,1,0,"technical",1
0.76,0.69,3,214,3,1,1,0,"technical",1
0.63,0.54,2,203,4,0,1,0,"technical",1
0.76,0.86,4,148,2,0,1,0,"support",1
1.02,0.73,4,208,2,0,1,0,"support",2
0.99,0.8,4,274,3,1,1,0,"support",2
0.48,0.37,2,167,3,1,0,0,"support",2
0.77,0.94,4,154,4,0,1,0,"support",2
0.63,0.96,4,195,3,1,1,0,"support",2
0.28,0.81,3,257,5,0,1,0,"technical",2
0.33,0.62,2,137,3,0,1,0,"management",3
0.24,0.5,5,130,2,0,1,0,"IT",1
0.64,0.85,4,159,5,0,1,0,"IT",2
0.51,0.35,3,181,2,0,1,0,"IT",1
0.52,0.69,3,196,3,0,1,0,"RandD",1
0.7,0.91,3,206,3,1,0,0,"RandD",1
0.15,0.91,6,257,6,1,0,0,"RandD",1
1.02,0.65,5,157,2,1,1,0,"RandD",1
0.2,0.57,5,250,5,1,1,0,"marketing",1
0.94,0.52,3,210,2,0,0,0,"marketing",1
0.75,0.64,3,152,2,1,0,0,"marketing",1
0.69,0.74,3,139,5,1,1,0,"sales",1
0.87,0.39,6,255,6,0,1,0,"sales",2
0.84,0.78,4,229,2,0,1,0,"sales",2
0.53,0.73,5,255,3,1,1,0,"sales",2
0.81,0.66,5,189,3,1,1,0,"sales",2
1.02,0.59,3,167,3,1,0,0,"sales",2
0.76,0.46,4,139,5,0,1,0,"sales",2
0.91,0.73,5,245,2,1,1,0,"sales",2
0.82,0.89,4,200,3,1,1,0,"sales",2
0.81,0.96,3,154,2,1,1,0,"sales",2
0.24,0.42,4,163,6,0,0,0,"sales",3
0.98,0.87,3,194,3,0,1,0,"sales",2
0.54,0.61,3,183,2,1,1,0,"sales",2
0.94,0.61,4,240,3,1,1,0,"accounting",1
0.57,0.48,2,123,4,0,1,0,"accounting",1
1.03,0.57,4,174,3,0,1,0,"hr",1
0.18,0.91,4,185,5,0,0,0,"hr",1
0.96,0.75,5,106,5,1,0,0,"technical",2
0.74,0.62,4,189,3,1,1,0,"technical",2
0.78,0.94,3,252,3,1,1,0,"technical",2
0.6,0.8,5,218,3,1,1,0,"support",2
0.62,0.89,4,142,3,1,0,0,"support",2
0.8,0.6,3,218,2,0,0,0,"support",2
0.93,0.72,5,249,3,1,0,0,"support",2
1,0.83,4,219,3,1,1,0,"technical",2
0.58,0.61,4,218,2,0,0,0,"management",2
0.52,0.74,5,237,3,1,1,0,"IT",3
0.97,0.75,5,210,3,0,1,0,"product_mng",3
0.21,0.5,5,185,6,1,1,0,"product_mng",3
0.26,0.5,5,236,4,0,1,0,"RandD",1
0.6,0.58,3,213,3,0,1,0,"sales",1
0.98,0.96,5,155,3,0,1,0,"accounting",1
0.61,0.88,4,175,3,0,0,0,"management",1
0.55,0.93,5,234,3,0,1,0,"marketing",1
0.96,0.92,4,156,3,0,1,0,"marketing",1
0.85,0.73,4,218,2,0,1,0,"sales",1
0.68,0.49,4,152,3,1,0,0,"sales",2
0.77,0.72,4,233,2,0,1,0,"sales",2
0.68,0.98,4,249,3,0,0,0,"sales",2
0.51,0.92,3,166,3,1,1,0,"sales",2
0.63,0.61,3,135,2,1,1,0,"sales",2
0.16,0.78,5,203,5,1,1,0,"sales",2
0.94,0.35,2,142,3,0,1,0,"sales",2
0.87,0.77,6,140,2,0,1,0,"accounting",3
0.95,0.84,5,135,3,0,1,0,"hr",3
0.97,0.64,3,236,2,1,1,0,"hr",3
0.86,0.59,5,252,2,0,1,0,"hr",1
0.94,0.71,3,155,3,1,0,0,"hr",1
0.93,0.74,2,211,4,0,1,0,"technical",1
0.98,0.84,3,207,2,0,1,0,"technical",1
0.52,0.96,3,267,2,1,0,0,"technical",1
0.48,0.35,6,226,2,0,1,0,"technical",1
0.7,0.59,3,202,2,0,1,0,"technical",2
0.22,0.77,5,156,6,0,0,0,"technical",2
0.98,0.76,4,225,2,1,0,0,"support",2
0.6,0.52,5,216,3,0,1,0,"support",2
0.61,0.71,3,165,2,0,1,0,"technical",2
0.69,0.78,4,183,2,0,1,0,"technical",2
0.93,0.72,5,152,3,1,1,0,"IT",2
0.69,0.91,5,185,3,1,0,0,"IT",2
0.95,0.51,2,249,2,0,1,0,"IT",3
0.52,0.5,5,188,4,0,1,0,"product_mng",2
0.86,0.5,5,264,4,0,1,0,"product_mng",2
0.81,0.92,4,239,3,0,1,0,"RandD",2
0.87,0.49,4,259,3,1,1,0,"RandD",2
0.88,0.51,4,185,2,0,1,0,"accounting",1
0.91,0.84,5,257,3,1,1,0,"technical",1
0.9,0.91,3,178,3,0,1,0,"management",1
0.57,0.48,4,228,3,0,1,0,"marketing",1
0.99,0.65,5,174,3,0,1,0,"marketing",3
0.61,0.73,4,233,2,0,1,0,"marketing",1
0.53,0.54,5,185,2,1,1,0,"sales",3
0.48,0.68,3,188,2,1,1,0,"sales",1
0.72,0.61,3,226,3,1,1,0,"sales",1
0.53,0.8,3,213,3,0,1,0,"sales",3
0.76,0.66,5,190,2,0,1,0,"sales",2
0.3,0.6,6,136,3,0,0,0,"sales",3
0.48,0.53,6,176,4,1,0,0,"sales",2
0.66,0.62,4,212,4,1,1,0,"sales",2
0.45,0.72,6,218,6,0,1,0,"sales",2
0.85,0.63,4,210,2,0,1,0,"accounting",2
0.56,0.71,4,227,3,1,1,0,"hr",2
0.71,0.87,3,241,3,0,0,0,"hr",1
0.71,0.97,3,247,2,0,0,0,"technical",1
0.46,0.84,5,246,3,0,1,0,"technical",1
0.62,0.7,3,188,3,1,1,0,"technical",1
0.24,0.68,3,104,2,0,0,0,"technical",1
1.02,0.71,5,197,4,0,1,0,"technical",1
1.03,0.86,4,191,4,1,1,0,"technical",1
0.87,0.49,4,173,2,0,0,0,"technical",1
0.5,0.52,5,247,4,0,1,0,"technical",3
0.97,0.9,5,197,5,1,1,0,"technical",1
0.58,0.74,3,242,2,0,1,0,"technical",1
0.82,0.57,3,145,2,1,1,0,"support",1
0.87,0.92,4,270,3,0,1,0,"support",1
0.59,0.93,3,241,3,1,0,0,"support",2
0.91,0.96,3,263,3,1,0,0,"technical",3
0.84,0.47,4,251,2,0,1,0,"technical",2
0.85,0.56,4,183,3,1,1,0,"management",2
0.69,0.78,4,252,3,1,1,0,"IT",2
0.67,0.93,3,98,3,0,0,0,"IT",2
0.78,0.66,4,220,2,1,1,0,"IT",2
1.02,0.88,4,164,3,0,1,0,"product_mng",3
0.96,0.65,5,237,4,0,0,0,"product_mng",1
0.91,0.78,3,133,3,1,1,0,"product_mng",2
0.62,0.9,4,196,2,0,0,0,"RandD",2
0.74,0.67,4,180,3,0,1,0,"RandD",2
0.94,0.55,4,145,3,1,1,0,"marketing",2
1.02,0.68,5,195,3,1,1,0,"support",1
0.89,0.49,4,211,2,1,1,0,"technical",1
0.72,0.66,4,194,2,0,0,0,"management",3
0.7,0.58,3,157,3,0,0,0,"marketing",1
0.67,0.81,3,188,4,0,1,0,"sales",1
0.98,0.5,5,222,2,0,1,0,"sales",1
0.84,0.81,3,132,4,1,1,0,"sales",2
0.93,0.79,4,272,3,1,1,0,"sales",2
0.85,0.52,4,191,3,0,0,0,"sales",2
0.61,0.91,4,238,4,0,0,0,"sales",2
0.58,0.67,3,220,2,0,1,0,"sales",2
0.86,0.93,3,211,2,1,1,0,"sales",2
0.92,0.89,5,156,4,0,1,0,"sales",2
0.82,0.53,3,147,3,1,1,0,"sales",2
0.92,0.68,4,235,2,1,0,0,"accounting",3
0.74,0.53,5,224,3,0,1,0,"hr",2
1.01,0.57,4,149,2,0,1,0,"hr",2
0.84,0.63,4,219,2,0,1,0,"hr",2
0.74,0.51,3,186,2,0,1,0,"technical",1
1.02,0.58,4,259,4,0,0,0,"technical",1
0.37,0.6,3,114,2,1,0,0,"technical",1
0.8,0.47,4,184,3,0,1,0,"technical",1
0.67,0.48,3,233,4,0,1,0,"technical",1
0.58,0.77,3,162,2,0,1,0,"technical",1
0.77,0.89,2,264,3,0,1,0,"support",1
0.59,0.68,4,249,3,0,1,0,"support",1
0.88,0.95,3,251,3,0,0,0,"support",1
0.65,0.86,2,263,4,0,1,0,"support",2
0.74,0.67,2,172,3,0,1,0,"technical",2
0.62,0.53,4,235,2,0,1,0,"IT",2
0.92,0.52,3,209,2,0,1,0,"product_mng",2
0.86,0.82,3,267,3,0,0,0,"product_mng",3
0.76,0.51,3,184,2,0,1,0,"product_mng",1
0.63,0.5,4,207,2,0,1,0,"RandD",1
0.5,0.59,4,263,5,0,0,0,"RandD",1
0.65,0.65,2,153,3,1,0,0,"marketing",1
0.94,0.73,5,171,4,0,0,0,"sales",1
0.56,0.7,5,238,3,1,1,0,"sales",1
0.88,0.97,4,190,2,1,1,0,"sales",1
0.8,0.73,3,207,3,1,0,0,"sales",1
0.92,0.84,3,178,4,0,0,0,"sales",2
0.62,0.79,4,173,2,0,1,0,"sales",2
0.77,0.48,4,216,3,0,1,0,"sales",2
0.66,0.57,3,155,3,0,0,0,"sales",2
0.82,0.59,4,136,3,1,0,0,"accounting",2
0.62,0.81,4,239,4,0,0,0,"hr",3
0.89,0.85,3,205,4,1,1,0,"hr",1
1.01,0.66,3,203,3,0,1,0,"hr",2
0.93,0.77,4,236,3,0,0,0,"technical",2
0.98,0.86,3,209,2,0,0,0,"technical",1
0.82,0.41,4,178,2,1,1,0,"technical",1
0.66,0.52,3,145,2,0,1,0,"technical",1
0.74,0.73,4,272,4,1,1,0,"technical",1
0.47,0.74,3,208,2,0,0,0,"technical",1
0.9,0.57,5,154,3,1,1,0,"support",1
0.64,0.58,3,179,4,0,1,0,"support",1
0.68,0.68,4,211,2,0,1,0,"support",1
0.83,0.95,5,271,4,1,0,0,"support",1
0.59,0.73,4,192,2,0,1,0,"support",1
0.89,0.91,2,255,2,0,1,0,"support",1
0.74,0.94,4,161,3,1,0,0,"support",1
0.86,0.97,4,226,2,1,1,0,"technical",1
0.66,0.78,3,243,3,0,1,0,"technical",2
0.78,0.95,2,135,4,1,1,0,"IT",2
0.79,0.74,5,198,4,0,1,0,"IT",2
0.68,0.34,2,282,3,1,1,0,"product_mng",2
0.6,0.75,4,245,3,0,1,0,"product_mng",2
0.87,0.64,4,235,3,1,1,0,"IT",3
0.69,0.55,3,156,2,0,1,0,"RandD",2
0.85,0.93,3,203,3,0,1,0,"RandD",2
0.55,0.9,3,209,3,1,1,0,"accounting",1
0.53,0.6,4,166,3,0,0,0,"support",1
0.55,0.8,3,187,3,0,1,0,"technical",1
0.62,0.84,5,274,2,1,1,0,"sales",1
0.82,0.65,4,267,3,0,1,0,"sales",1
0.72,0.87,3,160,2,1,1,0,"sales",1
0.84,0.82,4,198,2,0,1,0,"sales",1
0.97,0.58,3,193,3,1,1,0,"sales",1
0.65,0.82,6,250,2,1,1,0,"sales",1
0.51,0.72,2,152,2,0,1,0,"sales",2
0.6,0.9,6,267,4,0,1,0,"sales",2
0.93,0.72,4,218,2,1,1,0,"sales",2
0.61,0.54,4,210,3,0,1,0,"sales",2
0.99,0.48,3,234,2,0,0,0,"sales",2
0.57,0.7,3,138,4,0,1,0,"accounting",1
0.57,0.75,5,270,3,1,1,0,"accounting",2
0.91,0.6,3,176,3,1,1,0,"accounting",3
0.86,0.55,3,232,4,1,1,0,"hr",2
0.76,0.58,3,137,3,0,1,0,"hr",2
1.02,0.91,3,261,3,1,0,0,"technical",1
0.84,0.49,4,152,3,1,1,0,"technical",1
0.88,0.76,5,263,2,1,1,0,"technical",1
0.91,0.87,3,153,3,0,1,0,"technical",1
0.75,0.7,5,194,4,0,1,0,"technical",1
0.85,0.65,4,164,4,1,1,0,"support",1
0.18,0.5,4,260,6,0,1,0,"support",1
0.9,0.66,3,172,3,0,1,0,"support",1
0.88,0.87,4,251,2,0,1,0,"support",1
0.61,0.53,3,105,3,1,0,0,"support",1
0.61,0.84,3,269,4,1,0,0,"support",1
0.56,0.78,5,156,2,1,1,0,"technical",2
0.99,0.69,4,210,3,1,1,0,"technical",2
0.71,0.81,2,167,3,1,1,0,"technical",2
0.85,0.57,3,249,3,0,1,0,"IT",2
0.3,0.8,4,276,2,0,1,0,"IT",2
0.52,0.82,5,193,3,0,1,0,"product_mng",2
0.74,0.34,4,278,4,0,1,0,"product_mng",3
0.65,0.89,3,133,3,0,0,0,"RandD",2
0.7,0.54,5,174,2,1,1,0,"RandD",2
0.88,0.6,2,280,4,1,0,0,"RandD",1
0.87,0.83,4,246,2,0,1,0,"marketing",1
1.03,0.51,3,142,3,0,1,0,"sales",1
0.75,0.74,4,144,3,0,1,0,"accounting",1
0.67,0.69,5,212,2,1,0,0,"technical",1
1.03,0.74,5,201,3,1,1,0,"management",1
0.78,0.58,5,206,2,0,0,0,"marketing",1
0.84,0.76,4,197,3,0,1,0,"marketing",1
0.34,0.96,5,232,5,0,1,0,"marketing",1
0.51,0.48,4,173,3,0,0,0,"sales",1
0.71,0.39,3,106,6,1,1,0,"sales",1
