"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","Work_accident","left","promotion_last_5years","department","salary"
0.57,0.68,5,238,3,1,1,0,"sales",1
0.89,0.95,4,190,2,1,1,0,"sales",1
0.81,0.71,3,207,3,1,1,0,"sales",1
0.93,0.82,3,178,4,0,1,0,"sales",2
0.63,0.77,4,173,2,1,1,0,"sales",2
0.78,0.46,4,216,3,1,1,0,"sales",2
0.67,0.55,3,155,3,1,1,0,"sales",2
0.83,0.57,4,136,3,0,0,0,"accounting",2
0.63,0.79,4,239,4,1,1,0,"hr",3
0.9,0.83,3,205,4,1,1,0,"hr",1
1.02,0.64,3,203,3,1,1,0,"hr",2
0.94,0.75,4,236,3,1,1,0,"technical",2
0.99,0.84,3,209,2,0,0,0,"technical",1
0.83,0.39,4,178,2,1,1,0,"technical",1
0.67,0.5,3,145,2,0,1,0,"technical",1
0.75,0.71,4,272,4,1,0,0,"technical",1
0.48,0.72,3,208,2,1,1,0,"technical",1
0.91,0.55,5,154,3,1,0,0,"support",1
0.65,0.56,3,179,4,0,1,0,"support",1
0.69,0.66,4,211,2,1,1,0,"support",1
0.84,0.93,5,271,4,0,1,0,"support",1
0.6,0.71,4,192,2,1,1,0,"support",1
0.9,0.89,2,255,2,0,1,0,"support",1
0.75,0.92,4,161,3,1,1,0,"support",1
0.87,0.95,4,226,2,0,1,0,"technical",1
0.67,0.76,3,243,3,1,0,0,"technical",2
0.79,0.93,2,135,4,0,1,0,"IT",2
0.8,0.72,5,198,4,1,1,0,"IT",2
0.69,0.32,2,282,3,0,0,0,"product_mng",2
0.61,0.73,4,245,3,0,0,0,"product_mng",2
0.88,0.62,4,235,3,1,1,0,"IT",3
0.7,0.53,3,156,2,1,1,0,"RandD",2
0.86,0.91,3,203,3,1,1,0,"RandD",2
0.56,0.88,3,209,3,1,0,0,"accounting",1
0.54,0.58,4,166,3,0,1,0,"support",1
0.56,0.78,3,187,3,0,1,0,"technical",1
0.63,0.82,5,274,2,1,0,0,"sales",1
0.83,0.63,4,267,3,1,1,0,"sales",1
0.73,0.85,3,160,2,1,0,0,"sales",1
0.85,0.8,4,198,2,0,1,0,"sales",1
0.98,0.56,3,193,3,1,1,0,"sales",1
0.66,0.8,6,250,2,1,0,0,"sales",1
0.52,0.7,2,152,2,0,0,0,"sales",2
0.61,0.88,6,267,4,1,1,0,"sales",2
0.94,0.7,4,218,2,1,0,0,"sales",2
0.62,0.52,4,210,3,1,0,0,"sales",2
1,0.46,3,234,2,1,1,0,"sales",2
0.58,0.68,3,138,4,0,1,0,"accounting",1
0.58,0.73,5,270,3,1,0,0,"accounting",2
0.92,0.58,3,176,3,1,1,0,"accounting",3
0.87,0.53,3,232,4,1,1,0,"hr",2
0.77,0.56,3,137,3,1,1,0,"hr",2
1.03,0.89,3,261,3,0,0,0,"technical",1
0.85,0.47,4,152,3,0,1,0,"technical",1
0.89,0.74,5,263,2,1,1,0,"technical",1
0.92,0.85,3,153,3,0,0,0,"technical",1
0.76,0.68,5,194,4,0,1,0,"technical",1
0.86,0.63,4,164,4,0,0,0,"support",1
0.19,0.48,4,260,6,1,0,0,"support",1
0.91,0.64,3,172,3,1,0,0,"support",1
0.89,0.85,4,251,2,0,1,0,"support",1
0.62,0.51,3,105,3,1,1,0,"support",1
0.62,0.82,3,269,4,1,1,0,"support",1
0.57,0.76,5,156,2,1,1,0,"technical",2
1,0.67,4,210,3,1,1,0,"technical",2
0.72,0.79,2,167,3,1,1,0,"technical",2
0.86,0.55,3,249,3,0,1,0,"IT",2
0.31,0.78,4,276,2,1,1,0,"IT",2
0.53,0.8,5,193,3,1,1,0,"product_mng",2
0.75,0.32,4,278,4,0,0,0,"product_mng",3
0.66,0.87,3,133,3,1,0,0,"RandD",2
0.71,0.52,5,174,2,1,1,0,"RandD",2
0.89,0.58,2,280,4,1,0,0,"RandD",1
0.88,0.81,4,246,2,1,1,0,"marketing",1
1.04,0.49,3,142,3,0,1,0,"sales",1
0.76,0.72,4,144,3,1,1,0,"accounting",1
0.68,0.67,5,212,2,1,0,0,"technical",1
1.04,0.72,5,201,3,0,1,0,"management",1
0.79,0.56,5,206,2,0,0,0,"marketing",1
0.85,0.74,4,197,3,1,0,0,"marketing",1
0.35,0.94,5,232,5,0,0,0,"marketing",1
0.52,0.46,4,173,3,1,0,0,"sales",1
0.72,0.37,3,106,6,1,0,0,"sales",1
0.76,0.75,4,192,4,1,1,0,"sales",1
0.77,0.77,4,245,2,0,0,0,"sales",1
0.62,0.58,3,169,2,1,0,0,"sales",2
0.68,0.62,3,188,4,1,0,0,"sales",2
0.99,0.62,3,263,2,1,0,0,"sales",2
0.7,0.59,5,224,3,1,1,0,"sales",2
0.95,0.64,3,218,3,1,1,0,"accounting",2
0.79,0.96,3,102,3,1,1,0,"accounting",2
0.74,0.63,4,181,3,1,0,0,"accounting",2
0.77,0.79,4,270,2,1,1,0,"hr",3
1.02,0.85,4,169,3,0,1,0,"technical",2
0.51,0.88,3,150,2,0,1,0,"technical",2
0.63,0.86,3,245,3,1,1,0,"technical",1
0.25,0.84,4,243,4,1,0,0,"technical",1
0.43,0.44,3,185,2,0,1,0,"technical",1
0.39,0.62,2,140,2,0,1,0,"support",2
0.62,0.93,3,265,3,1,1,0,"support",2
0.59,0.37,4,132,5,1,0,0,"support",2
0.56,0.76,5,257,3,1,1,0,"support",2
0.75,0.73,2,255,3,0,1,0,"support",2
0.67,0.78,5,229,2,1,1,0,"support",2
0.99,0.45,4,269,4,0,0,0,"support",2
0.77,0.92,2,151,3,0,1,0,"technical",2
0.84,0.6,4,246,3,1,1,0,"technical",2
0.99,0.55,4,235,3,1,0,0,"IT",2
0.79,0.79,4,229,2,1,0,0,"IT",2
0.76,0.96,3,197,3,1,1,0,"IT",2
0.89,0.59,3,167,3,1,1,0,"product_mng",2
0.28,0.9,4,146,4,0,0,0,"product_mng",2
0.82,0.87,3,238,2,0,0,0,"RandD",3
0.8,0.7,4,230,3,0,0,0,"RandD",3
0.59,0.78,3,248,2,1,1,0,"accounting",3
0.95,0.49,3,147,4,1,1,0,"support",3
0.61,0.78,3,267,3,1,1,0,"management",3
0.74,0.66,3,224,3,0,1,0,"sales",1
0.34,0.67,3,155,2,1,0,0,"sales",1
0.55,0.48,3,127,3,1,1,0,"sales",1
0.75,0.83,5,173,3,0,0,0,"sales",1
0.68,0.63,3,165,3,1,0,0,"sales",1
0.71,0.62,6,272,3,1,0,0,"sales",1
0.87,0.9,5,156,3,1,1,0,"sales",1
0.96,0.92,3,154,2,1,0,0,"sales",1
0.23,0.87,6,152,3,0,1,0,"sales",1
0.9,0.47,4,147,3,1,1,0,"sales",1
0.75,0.6,3,172,3,1,1,0,"sales",1
0.8,0.52,4,214,2,1,1,0,"sales",2
0.89,0.75,3,156,3,1,0,0,"sales",2
0.88,0.85,3,234,2,1,0,0,"sales",2
0.83,0.89,5,160,4,0,1,0,"accounting",2
1.01,0.46,3,173,2,1,0,0,"accounting",2
0.63,0.57,4,141,2,1,1,0,"hr",2
0.92,0.58,3,235,6,1,0,0,"hr",2
0.69,0.54,4,211,3,1,1,0,"hr",3
0.46,0.82,2,108,5,1,0,0,"technical",3
0.72,0.66,3,204,3,0,0,0,"technical",3
0.74,0.87,4,181,2,1,1,0,"technical",1
0.69,0.51,4,250,2,0,0,0,"technical",1
0.63,0.45,4,164,3,1,0,0,"support",1
0.98,0.91,4,155,3,1,1,0,"support",2
1.02,0.73,5,223,2,1,1,0,"support",2
0.76,0.62,3,160,3,0,0,0,"support",2
0.78,0.66,4,268,2,1,0,0,"support",2
0.77,0.91,3,156,2,1,0,0,"support",2
0.86,0.54,4,136,3,1,0,0,"support",2
0.56,0.41,3,189,2,1,1,0,"technical",2
0.47,0.69,5,152,6,1,0,0,"IT",2
0.61,0.82,4,268,6,0,1,0,"IT",2
0.85,0.92,4,146,3,0,1,0,"IT",2
0.67,0.81,3,232,4,1,1,0,"IT",2
0.94,0.62,3,261,3,1,1,0,"product_mng",2
0.83,0.74,3,101,2,1,1,0,"product_mng",2
0.33,0.39,3,157,4,1,1,0,"IT",2
0.74,0.79,5,261,4,1,1,0,"RandD",3
0.7,0.6,4,204,2,0,0,0,"RandD",1
0.2,0.82,2,215,2,1,0,0,"RandD",2
0.76,0.76,3,219,3,1,1,0,"marketing",2
0.56,0.52,4,225,2,1,1,0,"marketing",2
0.95,0.87,3,167,3,1,0,0,"marketing",2
1,0.49,5,219,4,1,0,0,"sales",1
0.59,0.73,3,256,3,1,1,0,"sales",1
0.97,0.59,4,233,2,0,1,0,"sales",1
0.97,0.82,4,164,4,0,1,0,"sales",1
0.58,0.44,3,152,2,1,1,0,"sales",1
0.18,0.95,3,154,2,0,1,0,"sales",3
0.67,0.85,4,192,2,0,0,0,"sales",3
0.8,0.68,5,228,2,0,1,0,"sales",3
0.77,0.88,3,169,3,0,1,0,"sales",3
0.43,0.7,5,253,2,0,1,0,"accounting",2
0.58,0.76,3,232,2,0,0,0,"accounting",3
0.6,0.52,4,195,2,1,0,0,"hr",2
0.7,0.65,4,198,3,0,1,0,"hr",2
0.65,0.77,2,218,3,0,0,0,"hr",3
0.74,0.67,5,269,3,1,0,0,"technical",1
0.57,0.64,4,214,3,1,0,0,"technical",2
0.94,0.9,4,231,3,0,1,0,"technical",2
0.89,0.51,4,233,2,0,0,0,"technical",1
0.84,0.53,3,220,4,0,0,0,"support",1
0.41,0.67,3,117,3,1,1,0,"support",1
0.84,0.86,3,179,3,1,0,0,"support",1
0.59,0.59,3,201,2,1,1,0,"support",3
0.69,0.66,3,141,4,1,1,0,"support",1
0.21,0.84,6,226,3,0,1,0,"technical",3
0.54,0.56,2,177,3,1,1,0,"IT",2
0.99,0.83,3,208,2,1,1,0,"IT",3
0.73,0.89,3,233,3,0,0,0,"IT",2
0.78,0.53,4,172,3,1,0,0,"product_mng",3
0.72,0.55,3,136,3,0,1,0,"product_mng",2
0.72,0.51,3,213,3,1,0,0,"product_mng",2
0.53,0.44,4,247,3,1,1,0,"RandD",2
0.67,0.58,3,183,3,0,0,0,"RandD",2
0.78,0.94,5,200,3,1,0,0,"sales",2
0.74,0.83,5,177,2,1,1,0,"accounting",2
0.32,0.34,5,139,4,1,0,0,"support",2
0.43,0.52,6,228,5,1,1,0,"technical",2
0.66,0.59,3,230,2,1,1,0,"management",2
0.83,0.5,5,212,4,1,0,0,"marketing",2
0.33,0.66,3,124,4,1,1,0,"marketing",2
0.72,0.51,4,219,4,0,1,0,"sales",3
0.94,0.47,4,214,2,1,1,0,"sales",1
0.64,0.73,4,229,2,1,0,0,"sales",1
0.87,0.82,3,165,3,1,0,0,"sales",1
0.87,0.69,5,136,3,1,0,0,"sales",1
0.98,0.67,4,151,2,1,1,0,"sales",1
0.85,0.72,5,215,2,1,1,0,"sales",1
0.8,0.61,3,220,3,1,0,0,"sales",1
0.3,0.43,6,182,4,1,1,0,"sales",1
0.82,0.83,3,190,3,1,1,0,"sales",1
0.3,0.65,2,168,5,1,1,0,"accounting",2
0.83,0.67,4,271,3,1,1,0,"hr",2
1,0.57,3,271,2,1,0,0,"hr",2
0.67,0.96,5,244,2,0,1,0,"hr",2
0.8,0.77,3,225,3,1,1,0,"technical",2
0.88,0.69,3,146,5,0,0,0,"technical",3
0.73,0.73,3,233,3,0,0,0,"technical",1
0.66,0.65,4,165,4,1,0,0,"technical",2
0.54,0.61,3,215,2,1,1,0,"technical",1
0.92,0.85,2,160,4,0,0,0,"support",1
0.83,0.79,2,192,3,1,1,0,"support",1
0.73,0.85,5,201,2,1,1,0,"support",1
0.72,0.76,4,186,3,1,1,0,"support",1
0.74,0.86,4,216,3,0,0,0,"support",1
0.75,0.72,4,142,2,1,1,0,"support",1
0.53,0.47,4,133,3,1,0,0,"support",1
0.87,0.44,3,246,4,1,0,0,"technical",1
0.26,0.6,3,193,2,1,0,0,"technical",1
0.71,0.48,2,234,4,1,0,0,"management",1
0.58,0.8,3,132,3,1,0,0,"IT",1
0.58,0.49,4,183,3,1,0,0,"IT",1
0.68,0.57,4,191,4,0,0,0,"IT",1
0.87,0.5,4,214,3,0,1,0,"product_mng",2
0.92,0.63,5,141,2,1,0,0,"product_mng",2
0.94,0.81,5,162,2,0,1,0,"product_mng",2
0.48,0.57,3,181,3,1,1,0,"product_mng",2
0.96,0.65,4,149,6,0,0,0,"RandD",2
0.76,0.63,3,159,4,0,1,0,"RandD",2
0.67,0.46,4,230,3,0,0,0,"RandD",2
1.02,0.62,3,199,3,1,1,0,"RandD",2
0.62,0.61,4,248,4,1,0,0,"marketing",3
0.89,0.78,3,153,3,1,0,0,"sales",1
0.71,0.91,4,241,4,1,1,0,"accounting",2
0.63,0.91,4,258,3,1,1,0,"support",2
0.89,0.72,5,172,5,0,0,0,"technical",2
0.61,0.64,3,149,2,1,0,0,"management",2
0.99,0.77,5,120,3,1,0,0,"marketing",1
0.77,0.74,5,150,3,1,0,0,"sales",1
1.02,0.95,5,141,3,1,0,0,"sales",1
0.29,0.93,3,158,3,0,1,0,"sales",1
0.72,0.96,4,167,2,0,0,0,"sales",1
0.68,0.91,4,194,4,1,1,0,"accounting",2
0.62,0.59,4,159,3,0,0,0,"technical",2
0.62,0.93,4,234,2,0,1,0,"technical",2
0.74,0.87,5,139,3,0,1,0,"technical",2
0.93,0.48,3,164,3,0,0,0,"technical",3
0.21,0.57,3,241,5,0,1,0,"technical",1
0.9,0.69,5,259,2,1,1,0,"technical",2
0.63,0.69,3,159,3,0,0,0,"technical",2
0.68,0.71,3,199,3,1,0,0,"support",1
0.94,0.56,4,252,3,1,1,0,"support",1
0.78,0.33,2,171,4,1,0,0,"support",1
1.01,0.49,4,247,3,1,0,0,"support",1
0.56,0.88,4,150,2,0,1,0,"support",1
1.03,0.82,4,206,2,0,1,0,"support",1
0.8,0.4,4,192,4,1,1,0,"technical",1
0.73,0.92,5,164,3,1,0,0,"technical",1
0.63,0.65,3,186,3,1,1,0,"technical",1
0.8,0.66,4,193,4,1,1,0,"IT",1
0.48,0.51,3,170,3,1,1,0,"IT",1
0.58,0.87,3,151,3,1,0,0,"product_mng",2
0.54,0.51,3,188,2,1,1,0,"product_mng",2
0.92,0.7,4,201,3,1,0,0,"IT",2
0.9,0.63,5,200,3,0,1,0,"RandD",2
0.22,0.75,4,217,4,0,1,0,"RandD",2
0.62,0.66,5,151,4,0,0,0,"marketing",2
0.98,0.79,5,148,3,1,0,0,"accounting",1
0.24,0.93,6,224,5,0,0,0,"support",2
0.77,0.71,2,243,5,1,1,0,"technical",2
1.03,0.57,3,254,3,0,0,0,"marketing",2
0.71,0.62,3,237,3,1,0,0,"marketing",1
0.53,0.63,4,185,2,0,0,0,"sales",1
0.95,0.85,4,260,3,1,0,0,"sales",1
0.74,0.74,4,254,4,1,0,0,"sales",1
0.63,0.53,5,257,2,1,1,0,"sales",1
0.63,0.89,3,265,3,1,1,0,"sales",1
0.46,0.71,3,163,2,1,1,0,"sales",1
0.57,0.71,4,201,2,1,1,0,"sales",1
0.67,0.31,6,177,2,1,0,0,"sales",2
0.65,0.93,4,153,3,1,0,0,"accounting",2
0.71,0.78,4,246,4,1,0,0,"accounting",2
0.5,0.91,4,258,3,0,1,0,"hr",2
0.71,0.51,3,132,3,1,0,0,"hr",2
0.2,0.9,3,178,4,0,1,0,"hr",2
0.38,0.81,4,123,4,0,0,0,"hr",2
0.62,0.69,5,162,3,0,0,0,"technical",2
0.54,0.67,5,210,5,1,0,0,"technical",2
0.6,0.94,3,220,3,1,0,0,"technical",1
0.78,0.67,4,133,2,1,0,0,"technical",2
0.84,0.75,3,221,3,1,1,0,"technical",1
0.7,0.88,4,229,2,0,1,0,"technical",1
0.85,0.74,4,159,3,1,0,0,"support",1
0.18,0.64,5,253,5,1,1,0,"support",1
0.7,0.95,4,263,2,1,0,0,"support",1
0.87,0.65,4,155,2,1,0,0,"support",1
1.04,0.45,3,106,4,1,1,0,"support",1
0.73,0.61,3,183,4,1,1,0,"support",1
0.3,0.93,3,129,2,0,0,0,"support",1
0.39,0.37,3,157,2,1,1,0,"support",1
0.16,0.54,3,241,2,1,1,0,"technical",1
0.95,0.89,4,184,3,1,1,0,"technical",1
0.64,0.63,4,144,3,0,0,0,"technical",1
0.62,0.69,4,205,4,1,0,0,"IT",1
0.63,0.65,3,146,3,1,0,0,"product_mng",2
0.82,0.76,4,175,3,1,1,0,"product_mng",2
0.93,0.69,4,166,4,1,0,0,"RandD",2
0.38,0.95,4,184,3,1,1,0,"RandD",2
0.33,0.73,3,164,6,1,0,0,"RandD",2
0.97,0.54,4,222,2,1,1,0,"RandD",2
0.71,0.77,3,221,4,1,0,0,"accounting",2
0.19,0.85,3,219,6,0,1,0,"marketing",1
0.91,0.63,4,161,4,1,0,0,"marketing",1
0.67,0.52,4,274,5,1,1,0,"sales",1
0.76,0.5,3,226,2,1,0,0,"sales",1
0.88,0.32,6,256,5,1,1,0,"sales",1
0.67,0.84,3,177,3,1,1,0,"sales",1
0.53,0.5,4,173,2,1,1,0,"sales",1
0.68,0.76,5,179,2,1,0,0,"sales",1
0.82,0.46,5,242,3,1,0,0,"sales",1
0.64,0.46,2,194,4,1,1,0,"sales",1
0.57,0.71,3,232,3,1,0,0,"sales",1
0.83,0.93,4,204,3,1,0,0,"sales",2
0.28,0.5,4,226,4,1,0,0,"accounting",2
0.66,0.7,4,155,3,1,0,0,"hr",2
0.53,0.95,3,221,2,1,1,0,"technical",2
1,0.79,4,132,6,1,0,0,"technical",3
0.88,0.53,4,234,3,1,0,0,"technical",2
0.66,0.71,3,149,2,0,0,0,"technical",2
0.83,0.63,4,152,3,1,1,0,"technical",2
0.57,0.79,4,249,3,1,1,0,"technical",1
0.21,0.44,6,270,5,1,1,0,"technical",1
0.61,0.73,3,200,2,0,1,0,"support",1
0.69,0.78,4,207,2,1,1,0,"support",1
1.03,0.88,3,220,3,0,1,0,"support",1
0.49,0.65,4,177,2,0,1,0,"support",1
0.54,0.81,4,272,2,1,1,0,"support",2
0.71,0.69,3,244,3,0,0,0,"support",2
1.04,0.89,5,182,3,1,1,0,"support",2
0.54,0.76,3,254,2,1,1,0,"IT",2
0.59,0.54,4,249,3,1,0,0,"IT",2
0.88,0.44,4,269,2,1,0,0,"IT",2
0.92,0.94,3,160,2,1,1,0,"product_mng",2
0.56,0.51,4,243,2,1,0,0,"RandD",2
0.7,0.58,4,250,2,1,1,0,"RandD",2
1,0.46,4,148,3,1,1,0,"RandD",2
0.9,0.91,3,192,3,1,0,0,"marketing",3
0.69,0.53,3,137,4,1,1,0,"sales",3
0.65,0.93,3,199,3,0,1,0,"accounting",3
0.51,0.58,6,166,5,0,1,0,"marketing",3
0.85,0.54,3,243,4,0,1,0,"marketing",3
1.02,0.76,2,201,2,1,1,0,"sales",3
0.56,0.76,5,234,3,1,1,0,"sales",3
0.99,0.93,3,216,3,1,1,0,"sales",1
0.98,0.83,3,229,3,1,0,0,"sales",1
0.91,0.65,4,180,3,1,1,0,"sales",1
0.69,0.76,4,164,4,0,1,0,"sales",1
0.58,0.63,2,129,3,1,0,0,"sales",1
0.9,0.92,2,258,2,1,0,0,"sales",1
0.66,0.58,4,131,2,1,1,0,"sales",2
0.62,0.72,3,151,2,1,0,0,"accounting",2
0.82,0.68,4,219,3,1,1,0,"hr",2
0.79,0.46,4,98,4,1,0,0,"hr",2
0.78,0.63,5,140,3,1,1,0,"hr",2
0.94,0.95,3,259,3,1,1,0,"technical",2
0.77,0.67,5,215,6,1,1,0,"technical",2
0.89,0.53,4,258,3,1,0,0,"technical",2
0.72,0.87,4,162,3,1,0,0,"technical",2
0.68,0.89,5,193,2,1,1,0,"technical",3
0.67,0.81,2,242,3,1,1,0,"technical",3
0.14,0.9,5,244,6,1,0,0,"technical",3
0.47,0.86,5,282,5,0,1,0,"support",1
0.76,0.77,4,134,2,1,1,0,"support",1
0.73,0.48,3,170,3,0,0,0,"support",1
0.88,0.72,5,215,2,1,0,0,"support",1
0.57,0.82,3,150,3,1,1,0,"support",1
0.99,0.54,3,163,3,1,0,0,"technical",2
0.23,0.89,3,105,4,1,1,0,"technical",2
0.53,0.55,4,223,3,1,1,0,"IT",2
0.73,0.65,5,160,3,1,0,0,"IT",2
0.28,0.7,5,282,3,1,1,0,"IT",2
1,0.66,5,184,2,1,0,0,"product_mng",2
0.41,0.44,2,285,5,1,0,0,"IT",2
0.66,0.62,6,152,3,1,1,0,"RandD",2
1.02,0.42,3,157,3,0,1,0,"marketing",2
0.54,0.54,4,165,2,0,1,0,"sales",3
0.53,0.67,3,255,2,1,0,0,"accounting",1
0.17,0.61,4,189,4,0,1,0,"support",2
0.61,0.64,3,102,6,1,0,0,"technical",2
0.55,0.9,4,247,2,1,1,0,"management",2
1.03,0.65,3,206,2,1,1,0,"marketing",2
0.6,0.36,5,263,4,1,0,0,"marketing",2
1,0.8,4,272,4,1,1,0,"sales",2
0.91,0.49,6,216,6,1,0,0,"sales",2
0.22,0.56,3,140,4,0,1,0,"sales",1
0.28,0.73,5,178,5,1,1,0,"sales",1
0.24,0.78,3,269,5,1,0,0,"sales",1
0.67,0.51,3,160,3,0,1,0,"sales",1
0.93,0.64,4,258,2,0,1,0,"sales",1
0.91,0.78,4,251,3,1,1,0,"sales",3
0.91,0.74,3,170,2,1,1,0,"sales",1
1.02,0.83,4,152,2,1,1,0,"sales",3
0.87,0.64,4,273,2,1,0,0,"sales",1
0.69,0.73,3,233,2,1,0,0,"sales",3
0.99,0.6,3,262,3,1,0,0,"sales",1
0.78,0.9,3,132,3,0,0,0,"accounting",2
0.17,0.68,4,143,5,1,1,0,"hr",2
0.86,0.88,3,187,3,0,1,0,"hr",2
0.92,0.61,4,224,2,1,0,0,"hr",3
0.89,0.47,3,153,4,1,0,0,"technical",2
0.66,0.66,5,270,3,0,1,0,"technical",3
0.62,0.92,3,202,2,1,1,0,"technical",2
0.56,0.41,2,145,3,0,0,0,"technical",1
0.78,0.6,4,147,5,0,1,0,"technical",2
0.53,0.45,3,190,2,0,1,0,"technical",2
0.95,0.93,4,183,3,1,1,0,"support",1
0.56,0.44,6,141,5,1,1,0,"support",1
0.99,0.72,3,260,2,1,1,0,"support",1
0.13,0.62,6,137,5,0,0,0,"support",1
0.96,0.49,2,261,4,1,0,0,"support",1
0.8,0.91,2,156,4,1,1,0,"support",3
0.82,0.62,4,214,2,1,0,0,"technical",1
0.72,0.52,5,271,2,1,1,0,"IT",3
0.95,0.64,4,187,2,1,0,0,"IT",1
0.8,0.52,3,154,2,0,0,0,"IT",1
0.99,0.56,2,139,3,1,1,0,"IT",3
0.96,0.52,5,197,2,1,1,0,"product_mng",2
0.89,0.63,3,167,4,0,1,0,"RandD",2
0.56,0.77,5,168,3,1,0,0,"RandD",2
0.58,0.77,5,256,6,1,1,0,"RandD",2
0.6,0.77,5,274,4,1,0,0,"RandD",2
0.92,0.54,5,266,3,1,1,0,"marketing",2
0.8,0.58,4,197,3,1,0,0,"technical",1
0.86,0.88,5,252,3,0,1,0,"management",2
0.7,0.9,4,190,3,0,0,0,"marketing",2
0.87,0.73,3,232,2,0,1,0,"sales",2
0.57,0.68,3,223,3,1,0,0,"sales",2
0.84,0.37,3,188,4,1,0,0,"sales",3
0.95,0.67,2,159,3,0,1,0,"sales",1
0.7,0.96,5,145,2,1,1,0,"sales",1
0.55,0.5,4,165,3,1,0,0,"accounting",1
0.71,0.46,3,218,2,1,1,0,"hr",2
0.65,0.94,3,138,5,0,1,0,"hr",2
0.74,0.83,5,239,3,1,0,0,"hr",2
0.93,0.67,5,182,2,1,1,0,"hr",2
0.66,0.48,3,222,3,1,0,0,"technical",2
0.63,0.89,4,146,3,1,0,0,"technical",2
0.88,0.86,4,237,2,1,0,0,"technical",1
0.57,0.52,5,188,3,0,0,0,"technical",2
0.99,0.72,4,263,3,1,1,0,"support",2
0.49,0.55,4,213,4,1,1,0,"support",1
0.54,0.83,3,252,2,1,0,0,"support",1
0.5,0.39,4,258,3,1,1,0,"support",1
0.71,0.56,4,210,3,1,0,0,"support",1
1.02,0.72,4,221,3,1,0,0,"technical",1
0.71,0.53,5,215,4,1,1,0,"technical",1
0.76,0.68,4,175,4,1,1,0,"technical",1
0.77,0.81,5,224,4,1,1,0,"IT",1
0.24,0.53,4,269,5,1,1,0,"IT",1
0.83,0.45,5,205,3,1,1,0,"IT",2
0.57,0.71,2,123,4,0,1,0,"RandD",2
0.82,0.76,4,153,4,1,1,0,"marketing",2
0.96,0.9,5,253,2,1,1,0,"technical",3
0.78,0.83,4,258,2,1,1,0,"marketing",2
0.8,0.94,4,168,3,0,0,0,"sales",1
0.89,0.68,3,196,3,1,1,0,"sales",1
0.86,0.45,5,185,3,0,0,0,"sales",1
0.74,0.88,3,157,3,0,0,0,"sales",1
0.22,0.8,4,231,5,1,1,0,"sales",1
0.64,0.75,5,212,2,1,1,0,"sales",1
0.76,0.89,4,174,2,1,1,0,"sales",1
0.47,0.6,4,227,3,1,0,0,"sales",1
0.79,0.49,3,217,2,1,0,0,"sales",1
0.89,0.51,2,207,6,1,1,0,"sales",1
0.23,0.64,5,149,3,1,0,0,"hr",2
0.85,0.92,4,143,3,1,1,0,"technical",2
0.97,0.72,4,207,2,1,0,0,"technical",2
0.98,0.43,5,131,6,1,1,0,"technical",2
0.8,0.8,4,143,2,1,1,0,"technical",2
1.01,0.78,3,135,2,1,1,0,"technical",1
1.02,0.52,4,265,2,0,1,0,"technical",2
0.48,0.41,3,133,2,0,0,0,"support",2
0.76,0.83,4,184,4,1,1,0,"support",2
0.84,0.69,5,135,3,0,1,0,"support",2
0.93,0.61,4,184,3,1,0,0,"support",1
0.58,0.72,4,257,2,1,1,0,"support",1
1.01,0.71,5,235,3,0,1,0,"support",1
0.64,0.61,4,160,2,1,1,0,"IT",1
0.69,0.51,5,215,2,1,0,0,"IT",1
0.39,0.44,4,97,2,1,1,0,"IT",1
0.79,0.65,2,257,2,0,1,0,"product_mng",1
0.84,0.75,5,235,4,1,1,0,"IT",2
0.92,0.62,4,133,2,1,1,0,"RandD",2
0.73,0.81,3,200,2,1,0,0,"RandD",2
0.75,0.53,5,139,4,1,0,0,"sales",2
0.55,0.54,4,272,3,1,1,0,"accounting",2
0.2,0.48,3,95,4,1,0,0,"support",2
0.69,0.56,5,160,3,0,1,0,"technical",2
0.7,0.59,4,152,3,0,0,0,"marketing",3
0.99,0.61,5,182,3,1,0,0,"marketing",1
0.87,0.53,3,137,2,1,0,0,"marketing",2
0.97,0.8,4,182,3,1,0,0,"sales",2
0.4,0.61,3,116,2,1,1,0,"sales",1
0.59,0.61,4,165,4,1,0,0,"sales",1
0.63,0.48,3,223,3,0,1,0,"sales",1
0.66,0.53,3,174,2,1,0,0,"sales",1
1.04,0.91,3,193,6,1,0,0,"sales",1
1.01,0.7,3,104,5,1,1,0,"sales",1
0.79,0.82,6,148,4,1,1,0,"sales",1
0.72,0.96,3,148,4,0,0,0,"sales",1
0.91,0.64,5,187,3,1,1,0,"sales",1
0.85,0.57,4,142,4,0,1,0,"sales",1
0.67,0.52,4,228,3,1,1,0,"accounting",1
0.64,0.8,2,221,3,1,0,0,"accounting",1
0.7,0.93,3,263,3,0,1,0,"accounting",2
0.27,0.33,3,247,4,0,0,0,"hr",2
0.56,0.59,3,225,3,0,0,0,"hr",2
0.64,0.61,5,201,2,1,0,0,"technical",2
0.94,0.58,3,254,3,1,0,0,"technical",2
0.93,0.69,3,185,2,0,1,0,"technical",2
0.72,0.72,3,190,3,1,1,0,"technical",2
0.87,0.86,3,195,3,0,1,0,"support",1
0.58,0.82,4,205,5,1,1,0,"support",1
0.55,0.82,5,212,2,0,1,0,"support",1
0.79,0.61,4,143,2,0,1,0,"support",1
0.55,0.63,4,228,3,1,1,0,"support",1
